identifier,derived-from,resource
46504818,DB03701,PubChem Substance
22165,DB03701,BindingDB
DCL001032,DB03701,Therapeutic Targets Database
Vanoxerine,DB03701,Wikipedia
CHEMBL281594,DB03701,ChEMBL
ZINC000022034135,DB03701,ZINC
5288240,DB03702,PubChem Compound
46508719,DB03702,PubChem Substance
4450441,DB03702,ChemSpider
FR1,DB03702,PDB
ZINC000003951728,DB03702,ZINC
18099,DB03703,ChEBI
46504858,DB03703,PubChem Substance
C00854,DB03703,KEGG Compound
7678,DB03703,ChemSpider
5,DB03703,BindingDB
CXL,DB03703,PDB
Cyclohexanol,DB03703,Wikipedia
CHEMBL32010,DB03703,ChEMBL
ZINC000001532765,DB03703,ZINC
2099711,DB03703,RxCUI
39567,DB03704,ChEBI
79034,DB03704,PubChem Compound
46507831,DB03704,PubChem Substance
C08317,DB03704,KEGG Compound
71366,DB03704,ChemSpider
12H,DB03704,PDB
CHEMBL55068,DB03704,ChEMBL
ZINC000001531061,DB03704,ZINC
448810,DB03705,PubChem Compound
46508897,DB03705,PubChem Substance
395497,DB03705,ChemSpider
680,DB03705,PDB
CHEMBL56190,DB03705,ChEMBL
ZINC000018086542,DB03705,ZINC
17753973,DB03706,PubChem Compound
46505823,DB03706,PubChem Substance
16743963,DB03706,ChemSpider
EPY,DB03706,PDB
ZINC000012503844,DB03706,ZINC
347590,DB03707,PubChem Compound
46506739,DB03707,PubChem Substance
308438,DB03707,ChemSpider
50058459,DB03707,BindingDB
PTU,DB03707,PDB
CHEMBL451666,DB03707,ChEMBL
ZINC000006001367,DB03707,ZINC
17709,DB03708,ChEBI
46507829,DB03708,PubChem Substance
C00224,DB03708,KEGG Compound
9821,DB03708,ChemSpider
25461,DB03708,BindingDB
ADX,DB03708,PDB
CHEMBL572546,DB03708,ChEMBL
ZINC000004228246,DB03708,ZINC
39066,DB03709,ChEBI
46505980,DB03709,PubChem Substance
8431,DB03709,ChemSpider
BCN,DB03709,PDB
Bicine,DB03709,Wikipedia
ZINC000001683490,DB03709,ZINC
131704256,DB03710,PubChem Compound
46504611,DB03710,PubChem Substance
4451493,DB03710,ChemSpider
VIO,DB03710,PDB
129891,DB03711,PubChem Compound
46507771,DB03711,PubChem Substance
LTL,DB03711,PDB
447524,DB03712,PubChem Compound
46505930,DB03712,PubChem Substance
394587,DB03712,ChemSpider
14694,DB03712,BindingDB
853,DB03712,PDB
CHEMBL432359,DB03712,ChEMBL
ZINC000014880878,DB03712,ZINC
444695,DB03714,PubChem Compound
46509105,DB03714,PubChem Substance
392553,DB03714,ChemSpider
TPI,DB03714,PDB
ZINC000002047328,DB03714,ZINC
12060,DB03716,ChEBI
448403,DB03716,PubChem Compound
46507287,DB03716,PubChem Substance
395211,DB03716,ChemSpider
5FD,DB03716,PDB
CHEMBL1212979,DB03716,ChEMBL
ZINC000005941240,DB03716,ZINC
446394,DB03717,PubChem Compound
46506465,DB03717,PubChem Substance
393763,DB03717,ChemSpider
XIL,DB03717,PDB
ZINC000005847806,DB03717,ZINC
150959,DB03718,PubChem Compound
46504786,DB03718,PubChem Substance
133055,DB03718,ChemSpider
21340,DB03718,BindingDB
UP6,DB03718,PDB
CHEMBL463480,DB03718,ChEMBL
ZINC000012503861,DB03718,ZINC
6604901,DB03719,PubChem Compound
46509074,DB03719,PubChem Substance
5037159,DB03719,ChemSpider
21220,DB03719,BindingDB
NEC,DB03719,PDB
CHEMBL1513348,DB03719,ChEMBL
ZINC000005585583,DB03719,ZINC
18820,DB03720,ChEBI
6449989,DB03720,PubChem Compound
46507827,DB03720,PubChem Substance
C17234,DB03720,KEGG Compound
4952645,DB03720,ChemSpider
DBU,DB03720,PDB
49026,DB03721,ChEBI
444885,DB03721,PubChem Compound
46505298,DB03721,PubChem Substance
392681,DB03721,ChemSpider
SIA,DB03721,PDB
Neuraminic_acid,DB03721,Wikipedia
CHEMBL1234621,DB03721,ChEMBL
ZINC000004081651,DB03721,ZINC
41928,DB03722,ChEBI
148140,DB03722,PubChem Compound
46507396,DB03722,PubChem Substance
130595,DB03722,ChemSpider
27682,DB03722,BindingDB
DHQ,DB03722,PDB
CHEMBL125200,DB03722,ChEMBL
ZINC000003803136,DB03722,ZINC
15774,DB03723,ChEBI
121966,DB03723,PubChem Compound
46505764,DB03723,PubChem Substance
C03319,DB03723,KEGG Compound
108806,DB03723,ChemSpider
TRH,DB03723,PDB
ZINC000008218444,DB03723,ZINC
445279,DB03724,PubChem Compound
46505336,DB03724,PubChem Substance
392963,DB03724,ChemSpider
XAA,DB03724,PDB
ZINC000031976670,DB03724,ZINC
1963,DB03725,ChEBI
93082,DB03725,PubChem Compound
46508766,DB03725,PubChem Substance
C06500,DB03725,KEGG Compound
84032,DB03725,ChemSpider
GCP,DB03725,PDB
ZINC000008220535,DB03725,ZINC
45262,DB03726,ChEBI
444450,DB03726,PubChem Compound
46506132,DB03726,PubChem Substance
C05325,DB03726,KEGG Compound
392380,DB03726,ChemSpider
50004699,DB03726,BindingDB
P5P,DB03726,PDB
CHEMBL96862,DB03726,ChEMBL
ZINC000015614364,DB03726,ZINC
28421,DB03727,ChEBI
68271,DB03727,PubChem Compound
46508056,DB03727,PubChem Substance
C05769,DB03727,KEGG Compound
16736701,DB03727,ChemSpider
1CP,DB03727,PDB
30747,DB03728,ChEBI
6318,DB03728,PubChem Compound
46508956,DB03728,PubChem Substance
C02370,DB03728,KEGG Compound
6079,DB03728,ChemSpider
50405318,DB03728,BindingDB
174,DB03728,PDB
4-Chlorobenzoic_acid,DB03728,Wikipedia
CHEMBL618,DB03728,ChEMBL
ZINC000000156865,DB03728,ZINC
162636,DB03729,PubChem Compound
46505274,DB03729,PubChem Substance
142787,DB03729,ChemSpider
50092659,DB03729,BindingDB
CHEMBL126589,DB03729,ChEMBL
ZINC000005117282,DB03729,ZINC
447936,DB03730,PubChem Compound
46505898,DB03730,PubChem Substance
394887,DB03730,ChemSpider
39A,DB03730,PDB
446122,DB03731,PubChem Compound
46504906,DB03731,PubChem Substance
393561,DB03731,ChemSpider
S2C,DB03731,PDB
ZINC000195757320,DB03731,ZINC
49866945,DB03732,PubChem Compound
46506210,DB03732,PubChem Substance
25057396,DB03732,ChemSpider
ENP,DB03732,PDB
ZINC000024631640,DB03732,ZINC
27789,DB03733,ChEBI
11,DB03733,PubChem Compound
46504791,DB03733,PubChem Substance
C06752,DB03733,KEGG Compound
13837650,DB03733,ChemSpider
DCE,DB03733,PDB
CHEMBL16370,DB03733,ChEMBL
ZINC000008220695,DB03733,ZINC
5289593,DB03734,PubChem Compound
46508938,DB03734,PubChem Substance
4451527,DB03734,ChemSpider
XYH,DB03734,PDB
97184,DB03735,PubChem Compound
46506444,DB03735,PubChem Substance
87719,DB03735,ChemSpider
MDR,DB03735,PDB
CHEMBL1234254,DB03735,ChEMBL
ZINC000006069212,DB03735,ZINC
5287974,DB03736,PubChem Compound
46508047,DB03736,PubChem Substance
4450225,DB03736,ChemSpider
5288222,DB03737,PubChem Compound
46505468,DB03737,PubChem Substance
4450427,DB03737,ChemSpider
FMD,DB03737,PDB
CHEMBL354634,DB03737,ChEMBL
ZINC000014947116,DB03737,ZINC
447227,DB03738,PubChem Compound
46508070,DB03738,PubChem Substance
394382,DB03738,ChemSpider
PCO,DB03738,PDB
ZINC000103552970,DB03738,ZINC
9584748,DB03739,PubChem Compound
46505177,DB03739,PubChem Substance
7858895,DB03739,ChemSpider
FA6,DB03739,PDB
CHEMBL363381,DB03739,ChEMBL
44278,DB03740,ChEBI
82313,DB03740,PubChem Compound
46508699,DB03740,PubChem Substance
74284,DB03740,ChemSpider
NDG,DB03740,PDB
CHEMBL1234669,DB03740,ChEMBL
ZINC000003860151,DB03740,ZINC
2280292,DB03740,RxCUI
45525,DB03741,ChEBI
6950479,DB03741,PubChem Compound
46504922,DB03741,PubChem Substance
5323416,DB03741,ChemSpider
50412188,DB03741,BindingDB
SMB,DB03741,PDB
CHEMBL1162483,DB03741,ChEMBL
ZINC000000391202,DB03741,ZINC
2281310,DB03741,RxCUI
448577,DB03742,PubChem Compound
46506967,DB03742,PubChem Substance
395335,DB03742,ChemSpider
50144849,DB03742,BindingDB
E4D,DB03742,PDB
CHEMBL304552,DB03742,ChEMBL
ZINC000003949855,DB03742,ZINC
445459,DB03744,PubChem Compound
46506135,DB03744,PubChem Substance
393096,DB03744,ChemSpider
50136446,DB03744,BindingDB
700,DB03744,PDB
CHEMBL335954,DB03744,ChEMBL
ZINC000002046793,DB03744,ZINC
5287584,DB03745,PubChem Compound
46505192,DB03745,PubChem Substance
4449917,DB03745,ChemSpider
A5P,DB03745,PDB
ZINC000003871578,DB03745,ZINC
17753950,DB03746,PubChem Compound
46507458,DB03746,PubChem Substance
16743943,DB03746,ChemSpider
DHS,DB03746,PDB
5289024,DB03747,PubChem Compound
46508064,DB03747,PubChem Substance
4451076,DB03747,ChemSpider
50327038,DB03747,BindingDB
NGT,DB03747,PDB
CHEMBL257158,DB03747,ChEMBL
ZINC000016051892,DB03747,ZINC
2597521,DB03747,RxCUI
447562,DB03748,PubChem Compound
46505579,DB03748,PubChem Substance
18941156,DB03748,ChemSpider
50128066,DB03748,BindingDB
R23,DB03748,PDB
CHEMBL66412,DB03748,ChEMBL
46936782,DB03749,PubChem Compound
46505796,DB03749,PubChem Substance
20120264,DB03749,ChemSpider
50161651,DB03749,BindingDB
43P,DB03749,PDB
CHEMBL360563,DB03749,ChEMBL
ZINC000016051694,DB03749,ZINC
28484,DB03750,ChEBI
10430,DB03750,PubChem Compound
46506297,DB03750,PubChem Substance
C08262,DB03750,KEGG Compound
10001,DB03750,ChemSpider
IVA,DB03750,PDB
3-Methylbutanoic_acid,DB03750,Wikipedia
CHEMBL568737,DB03750,ChEMBL
ZINC000000388188,DB03750,ZINC
15700,DB03751,ChEBI
443210,DB03751,PubChem Compound
46508412,DB03751,PubChem Substance
C00842,DB03751,KEGG Compound
391476,DB03751,ChemSpider
DAU,DB03751,PDB
CHEMBL412989,DB03751,ChEMBL
447834,DB03752,PubChem Compound
46506601,DB03752,PubChem Substance
394812,DB03752,ChemSpider
ISF,DB03752,PDB
ZINC000002047443,DB03752,ZINC
446134,DB03753,PubChem Compound
46509045,DB03753,PubChem Substance
393569,DB03753,ChemSpider
FL2,DB03753,PDB
ZINC000003581273,DB03753,ZINC
6503,DB03754,PubChem Compound
46506027,DB03754,PubChem Substance
C07182,DB03754,KEGG Compound
D00396,DB03754,KEGG Drug
6257,DB03754,ChemSpider
TRS,DB03754,PDB
Tris,DB03754,Wikipedia
CHEMBL1200391,DB03754,ChEMBL
ZINC000000896695,DB03754,ZINC
10865,DB03754,RxCUI
446443,DB03755,PubChem Compound
46505383,DB03755,PubChem Substance
393793,DB03755,ChemSpider
ACQ,DB03755,PDB
ZINC000048015934,DB03755,ZINC
1796,DB03756,Drugs Product Database (DPD)
28125,DB03756,ChEBI
445580,DB03756,PubChem Compound
46506213,DB03756,PubChem Substance
C06429,DB03756,KEGG Compound
393183,DB03756,ChemSpider
50210259,DB03756,BindingDB
HXA,DB03756,PDB
Docosahexaenoic_acid,DB03756,Wikipedia
CHEMBL367149,DB03756,ChEMBL
ZINC000004474564,DB03756,ZINC
1006469,DB03756,RxCUI
5497045,DB03757,PubChem Compound
46508712,DB03757,PubChem Substance
4593647,DB03757,ChemSpider
BAA,DB03757,PDB
556075,DB03758,ChEBI
6323491,DB03758,PubChem Compound
46504837,DB03758,PubChem Substance
20137057,DB03758,ChemSpider
227589,DB03758,BindingDB
RDC,DB03758,PDB
DNC001195,DB03758,Therapeutic Targets Database
Radicicol,DB03758,Wikipedia
CHEMBL414883,DB03758,ChEMBL
ZINC000013521629,DB03758,ZINC
93492,DB03759,ChEBI
3899541,DB03759,PubChem Compound
46505600,DB03759,PubChem Substance
3123097,DB03759,ChemSpider
50002698,DB03759,BindingDB
DNQ,DB03759,PDB
CHEMBL155265,DB03759,ChEMBL
ZINC000018118278,DB03759,ZINC
45230,DB03760,ChEBI
9834298,DB03760,PubChem Compound
46508127,DB03760,PubChem Substance
C02147,DB03760,KEGG Compound
8010019,DB03760,ChemSpider
16436,DB03760,BindingDB
RED,DB03760,PDB
CHEMBL1235647,DB03760,ChEMBL
ZINC000003869601,DB03760,ZINC
2129,DB03761,ChEBI
46508904,DB03761,PubChem Substance
C04242,DB03761,KEGG Compound
8321,DB03761,ChemSpider
50022238,DB03761,BindingDB
UFP,DB03761,PDB
CHEMBL886,DB03761,ChEMBL
ZINC000003875881,DB03761,ZINC
445537,DB03763,PubChem Compound
46505970,DB03763,PubChem Substance
393152,DB03763,ChemSpider
5MD,DB03763,PDB
446140,DB03764,PubChem Compound
46508605,DB03764,PubChem Substance
393575,DB03764,ChemSpider
4HM,DB03764,PDB
ZINC000014880918,DB03764,ZINC
28507,DB03765,ChEBI
101544,DB03765,PubChem Compound
46508149,DB03765,PubChem Substance
C03104,DB03765,KEGG Compound
91754,DB03765,ChemSpider
50298711,DB03765,BindingDB
C2P,DB03765,PDB
CHEMBL582887,DB03765,ChEMBL
ZINC000004096023,DB03765,ZINC
30768,DB03766,ChEBI
1032,DB03766,PubChem Compound
46508742,DB03766,PubChem Substance
C00163,DB03766,KEGG Compound
D02310,DB03766,KEGG Drug
50082199,DB03766,BindingDB
PPI,DB03766,PDB
1062,DB03766,IUPHAR
Propionic_acid,DB03766,Wikipedia
CHEMBL14021,DB03766,ChEMBL
ZINC000006050663,DB03766,ZINC
34658,DB03766,RxCUI
5287799,DB03767,PubChem Compound
46508762,DB03767,PubChem Substance
4450096,DB03767,ChemSpider
50121548,DB03767,BindingDB
BLN,DB03767,PDB
CHEMBL153813,DB03767,ChEMBL
ZINC000006616189,DB03767,ZINC
466960,DB03768,PubChem Compound
46507252,DB03768,PubChem Substance
410367,DB03768,ChemSpider
13929,DB03768,BindingDB
HBB,DB03768,PDB
CHEMBL288010,DB03768,ChEMBL
ZINC000014880920,DB03768,ZINC
159961,DB03769,PubChem Compound
46504488,DB03769,PubChem Substance
140628,DB03769,ChemSpider
50316222,DB03769,BindingDB
DEA,DB03769,PDB
CHEMBL1095280,DB03769,ChEMBL
ZINC000002047002,DB03769,ZINC
43089,DB03770,ChEBI
80668,DB03770,PubChem Compound
46505249,DB03770,PubChem Substance
72853,DB03770,ChemSpider
HGU,DB03770,PDB
CHEMBL309499,DB03770,ChEMBL
ZINC000014880922,DB03770,ZINC
447559,DB03771,PubChem Compound
46505013,DB03771,PubChem Substance
394613,DB03771,ChemSpider
50128056,DB03771,BindingDB
R17,DB03771,PDB
CHEMBL65553,DB03771,ChEMBL
ZINC000002047553,DB03771,ZINC
448294,DB03772,PubChem Compound
46508009,DB03772,PubChem Substance
395136,DB03772,ChemSpider
DLG,DB03772,PDB
ZINC000005973054,DB03772,ZINC
42606,DB03773,ChEBI
441480,DB03773,PubChem Compound
46506823,DB03773,PubChem Substance
C08352,DB03773,KEGG Compound
390204,DB03773,ChemSpider
G6D,DB03773,PDB
ZINC000002042980,DB03773,ZINC
5288620,DB03774,PubChem Compound
46506024,DB03774,PubChem Substance
4450747,DB03774,ChemSpider
42280,DB03775,ChEBI
445027,DB03775,PubChem Compound
46504720,DB03775,PubChem Substance
392787,DB03775,ChemSpider
66184,DB03775,BindingDB
DTB,DB03775,PDB
CHEMBL1232381,DB03775,ChEMBL
ZINC000094437777,DB03775,ZINC
18041,DB03776,ChEBI
439231,DB03776,PubChem Compound
46506172,DB03776,PubChem Substance
C00424,DB03776,KEGG Compound
388368,DB03776,ChemSpider
Lactaldehyde,DB03776,Wikipedia
ZINC000000895226,DB03776,ZINC
46507495,DB03777,PubChem Substance
C11238,DB03777,KEGG Compound
2303,DB03777,ChemSpider
BI1,DB03777,PDB
BIM-1,DB03777,Wikipedia
CHEMBL7463,DB03777,ChEMBL
ZINC000000585151,DB03777,ZINC
44230,DB03779,ChEBI
445937,DB03779,PubChem Compound
46508584,DB03779,PubChem Substance
C15658,DB03779,KEGG Compound
MYG,DB03779,PDB
ZINC000100069882,DB03779,ZINC
85558,DB03780,ChEBI
242831,DB03780,PubChem Compound
46507248,DB03780,PubChem Substance
212277,DB03780,ChemSpider
50240341,DB03780,BindingDB
AQO,DB03780,PDB
CHEMBL6993,DB03780,ChEMBL
ZINC000013514509,DB03780,ZINC
145403,DB03781,ChEBI
448978,DB03781,PubChem Compound
46509141,DB03781,PubChem Substance
395626,DB03781,ChemSpider
D1L,DB03781,PDB
ZINC000005211621,DB03781,ZINC
4286,DB03782,PubChem Compound
46507016,DB03782,PubChem Substance
16176,DB03782,BindingDB
AGB,DB03782,PDB
ZINC000003874320,DB03782,ZINC
46507394,DB03783,PubChem Substance
C07591,DB03783,KEGG Compound
D00569,DB03783,KEGG Drug
4590,DB03783,ChemSpider
50420191,DB03783,BindingDB
PA450897,DB03783,PharmGKB
N4E,DB03783,PDB
DNC001117,DB03783,Therapeutic Targets Database
Phenacetin,DB03783,Wikipedia
CHEMBL16073,DB03783,ChEMBL
ZINC000000000602,DB03783,ZINC
8113,DB03783,RxCUI
5353370,DB03784,PubChem Compound
46508720,DB03784,PubChem Substance
4510066,DB03784,ChemSpider
23028,DB03784,BindingDB
ELD,DB03784,PDB
CHEMBL86554,DB03784,ChEMBL
ZINC000014880924,DB03784,ZINC
82985,DB03785,ChEBI
64727,DB03785,PubChem Compound
46506686,DB03785,PubChem Substance
58269,DB03785,ChemSpider
50406681,DB03785,BindingDB
LVA,DB03785,PDB
CHEMBL1201373,DB03785,ChEMBL
ZINC000004134473,DB03785,ZINC
131704257,DB03787,PubChem Compound
46504796,DB03787,PubChem Substance
26327144,DB03787,ChemSpider
LCS,DB03787,PDB
ZINC000103548283,DB03787,ZINC
448011,DB03788,PubChem Compound
46504743,DB03788,PubChem Substance
394946,DB03788,ChemSpider
G24,DB03788,PDB
444800,DB03789,PubChem Compound
46508725,DB03789,PubChem Substance
392621,DB03789,ChemSpider
DMI,DB03789,PDB
87824,DB03790,ChEBI
445282,DB03790,PubChem Compound
46507503,DB03790,PubChem Substance
392966,DB03790,ChemSpider
OMT,DB03790,PDB
CHEMBL442720,DB03790,ChEMBL
ZINC000001691392,DB03790,ZINC
79995,DB03791,ChEBI
447905,DB03791,PubChem Compound
46507779,DB03791,PubChem Substance
C15631,DB03791,KEGG Compound
394865,DB03791,ChemSpider
19992,DB03791,BindingDB
CHEMBL59030,DB03791,ChEMBL
ZINC000003966253,DB03791,ZINC
13611,DB03792,PubChem Compound
46507741,DB03792,PubChem Substance
13022,DB03792,ChemSpider
WBU,DB03792,PDB
CHEMBL1236704,DB03792,ChEMBL
ZINC000001236370,DB03792,ZINC
6966,DB03793,Drugs Product Database (DPD)
7023,DB03793,Drugs Product Database (DPD)
30746,DB03793,ChEBI
243,DB03793,PubChem Compound
46504911,DB03793,PubChem Substance
C00539,DB03793,KEGG Compound
D00038,DB03793,KEGG Drug
197302,DB03793,BindingDB
PA448578,DB03793,PharmGKB
BEZ,DB03793,PDB
Benzoic_acid,DB03793,Wikipedia
CHEMBL541,DB03793,ChEMBL
ZINC000000001011,DB03793,ZINC
18989,DB03793,RxCUI
87123,DB03794,PubChem Compound
46504500,DB03794,PubChem Substance
78589,DB03794,ChemSpider
FLA,DB03794,PDB
ZINC000002047325,DB03794,ZINC
17094,DB03795,ChEBI
46505202,DB03795,PubChem Substance
C00966,DB03795,KEGG Compound
KPL,DB03795,PDB
ZINC000001532800,DB03795,ZINC
9817,DB03796,Drugs Product Database (DPD)
15756,DB03796,ChEBI
985,DB03796,PubChem Compound
46506400,DB03796,PubChem Substance
C00249,DB03796,KEGG Compound
D05341,DB03796,KEGG Drug
960,DB03796,ChemSpider
50152850,DB03796,BindingDB
PLM,DB03796,PDB
Palmitic_acid,DB03796,Wikipedia
CHEMBL82293,DB03796,ChEMBL
ZINC000006072466,DB03796,ZINC
1370621,DB03796,RxCUI
131704258,DB03797,PubChem Compound
46506667,DB03797,PubChem Substance
4451051,DB03797,ChemSpider
NDA,DB03797,PDB
15918,DB03798,ChEBI
13945,DB03798,PubChem Compound
46506941,DB03798,PubChem Substance
C00239,DB03798,KEGG Compound
13343,DB03798,ChemSpider
DC,DB03798,PDB
CHEMBL374699,DB03798,ChEMBL
ZINC000003861759,DB03798,ZINC
43978,DB03799,ChEBI
165196,DB03799,PubChem Compound
46507751,DB03799,PubChem Substance
144820,DB03799,ChemSpider
MF3,DB03799,PDB
DNC001467,DB03799,Therapeutic Targets Database
ZINC000001698833,DB03799,ZINC
17622,DB03800,ChEBI
65063,DB03800,PubChem Compound
46506977,DB03800,PubChem Substance
C00365,DB03800,KEGG Compound
58574,DB03800,ChemSpider
50028108,DB03800,BindingDB
UMP,DB03800,PDB
Deoxyuridine_monophosphate,DB03800,Wikipedia
CHEMBL211312,DB03800,ChEMBL
ZINC000004228260,DB03800,ZINC
43575,DB03801,ChEBI
17754054,DB03801,PubChem Compound
46507407,DB03801,PubChem Substance
16744071,DB03801,ChemSpider
KCX,DB03801,PDB
ZINC000006753301,DB03801,ZINC
5287617,DB03802,PubChem Compound
46507283,DB03802,PubChem Substance
4449946,DB03802,ChemSpider
AEJ,DB03802,PDB
ZINC000013607707,DB03802,ZINC
445309,DB03803,PubChem Compound
46506501,DB03803,PubChem Substance
392984,DB03803,ChemSpider
12222,DB03803,BindingDB
MS3,DB03803,PDB
ZINC000096210382,DB03803,ZINC
446725,DB03804,PubChem Compound
46507054,DB03804,PubChem Substance
394009,DB03804,ChemSpider
BTD,DB03804,PDB
CHEMBL1231486,DB03804,ChEMBL
ZINC000003802687,DB03804,ZINC
656968,DB03807,PubChem Compound
46507330,DB03807,PubChem Substance
571204,DB03807,ChemSpider
14797,DB03807,BindingDB
6DE,DB03807,PDB
CHEMBL519827,DB03807,ChEMBL
ZINC000012503927,DB03807,ZINC
4164,DB03808,Drugs Product Database (DPD)
87184,DB03808,ChEBI
65130,DB03808,PubChem Compound
46505102,DB03808,PubChem Substance
58639,DB03808,ChemSpider
50015234,DB03808,BindingDB
DID,DB03808,PDB
Hexamidine,DB03808,Wikipedia
CHEMBL25105,DB03808,ChEMBL
ZINC000001705403,DB03808,ZINC
26849,DB03808,RxCUI
5289228,DB03809,PubChem Compound
46506776,DB03809,PubChem Substance
4451231,DB03809,ChemSpider
15376,DB03809,BindingDB
PU5,DB03809,PDB
CHEMBL109612,DB03809,ChEMBL
ZINC000012503928,DB03809,ZINC
11412540,DB03810,PubChem Compound
46506110,DB03810,PubChem Substance
9587427,DB03810,ChemSpider
LME,DB03810,PDB
CHEMBL290744,DB03810,ChEMBL
ZINC000001672629,DB03810,ZINC
57699,DB03811,ChEBI
6950298,DB03811,PubChem Compound
46505522,DB03811,PubChem Substance
5323244,DB03811,ChemSpider
HSO,DB03811,PDB
657024,DB03812,PubChem Compound
46505512,DB03812,PubChem Substance
571246,DB03812,ChemSpider
T2P,DB03812,PDB
ZINC000012501846,DB03812,ZINC
5288022,DB03813,PubChem Compound
46507067,DB03813,PubChem Substance
4450266,DB03813,ChemSpider
DAC,DB03813,PDB
ZINC000015682444,DB03813,ZINC
39005,DB03814,ChEBI
4478249,DB03814,PubChem Compound
46507795,DB03814,PubChem Substance
70541,DB03814,ChemSpider
MES,DB03814,PDB
MES_(buffer),DB03814,Wikipedia
CHEMBL1234276,DB03814,ChEMBL
ZINC000001583444,DB03814,ZINC
445724,DB03815,PubChem Compound
46506405,DB03815,PubChem Substance
393279,DB03815,ChemSpider
FOC,DB03815,PDB
Fucitol,DB03815,Wikipedia
ZINC000002575033,DB03815,ZINC
447827,DB03816,PubChem Compound
46506881,DB03816,PubChem Substance
394805,DB03816,ChemSpider
2FM,DB03816,PDB
48950,DB03817,ChEBI
134490,DB03817,PubChem Compound
46508539,DB03817,PubChem Substance
C03283,DB03817,KEGG Compound
118548,DB03817,ChemSpider
92987,DB03817,BindingDB
DAB,DB03817,PDB
CHEMBL321357,DB03817,ChEMBL
ZINC000052986906,DB03817,ZINC
445503,DB03818,PubChem Compound
46507357,DB03818,PubChem Substance
393126,DB03818,ChemSpider
TP2,DB03818,PDB
ZINC000005889105,DB03818,ZINC
45615,DB03819,ChEBI
66644,DB03819,PubChem Compound
